,Highest educational level,Used a method at last sexual intercourse,Wife justified asking husband to use condom if he has STI,Drugs to avoid HIV transmission to baby during pregnancy,Total lifetime number of sex partners,Heard of ARVs to treat HIV,Respondent can refuse sex,Respondent can ask partner to use a condom,Knowledge and use of HIV test kits,Perception Mean
6991,2,1,1,1,1,0,1,1,1,0.875
6992,3,1,1,1,1,0,1,1,0,0.75
6993,1,1,1,0,1,0,1,0,0,0.5
6994,1,0,1,1,1,0,1,1,0,0.625
6995,1,0,1,1,1,0,0,0,0,0.375
6996,2,1,1,0,1,1,1,1,0,0.75
6997,2,0,1,1,1,0,1,1,0,0.625
6998,3,0,1,1,1,0,1,1,0,0.625
6999,1,1,1,0,1,0,1,1,0,0.625
7000,2,0,1,0,1,0,1,0,0,0.375
7001,2,1,0,1,1,1,1,1,0,0.75
7002,2,1,0,0,1,1,0,1,0,0.5
7003,2,1,0,1,1,1,0,1,0,0.625
7004,1,0,0,1,1,1,1,1,1,0.75
7005,3,0,1,0,1,1,1,1,0,0.625
7006,2,1,0,0,1,0,1,0,0,0.375
7007,3,1,1,1,1,1,1,1,1,1.0
7008,3,1,1,1,1,1,0,1,1,0.875
7009,2,0,1,1,1,1,1,1,0,0.75
7010,1,1,1,0,1,1,1,1,0,0.75
7011,3,0,1,1,1,0,1,1,0,0.625
7012,3,1,1,0,1,0,1,1,0,0.625
7013,3,0,0,0,1,0,0,0,0,0.125
7014,2,0,1,0,1,0,1,1,0,0.5
7015,2,1,0,1,1,1,1,0,0,0.625
7016,3,0,1,1,1,0,1,1,1,0.75
7017,2,1,1,1,1,0,1,1,0,0.75
7018,2,1,1,1,1,1,1,0,1,0.875
7019,1,1,0,1,1,0,1,1,0,0.625
7020,1,1,1,1,1,0,1,1,0,0.75
7021,3,1,1,0,1,0,1,1,0,0.625
7022,3,0,1,1,1,1,1,0,1,0.75
7023,3,0,1,0,1,0,1,0,0,0.375
7024,2,1,1,1,1,0,1,1,0,0.75
7025,1,1,1,0,1,0,1,1,0,0.625
7026,1,1,1,1,1,0,1,1,0,0.75
7027,1,1,0,1,1,0,1,1,0,0.625
7028,2,1,0,0,1,0,1,1,0,0.5
7029,3,1,1,1,1,1,1,0,0,0.75
7030,2,1,1,0,1,0,1,1,1,0.75
7031,3,1,1,1,1,0,1,1,1,0.875
7032,2,0,1,1,1,0,1,1,0,0.625
7033,2,1,1,1,1,0,1,1,1,0.875
7034,2,1,1,0,1,0,1,1,0,0.625
7035,2,1,1,0,1,1,1,1,0,0.75
7036,2,1,1,1,1,1,1,1,1,1.0
7037,2,0,1,1,1,1,1,0,0,0.625
7038,2,1,1,0,1,0,1,1,0,0.625
7039,2,1,1,1,1,1,1,1,0,0.875
7040,3,1,1,1,1,1,1,1,1,1.0
7041,3,1,1,0,1,0,1,0,0,0.5
7042,3,0,1,1,1,0,1,1,1,0.75
7043,3,1,1,1,1,1,1,1,1,1.0
7044,3,1,1,1,1,1,1,1,0,0.875
7045,3,1,1,1,1,0,1,1,0,0.75
7046,3,1,1,1,1,1,1,1,1,1.0
7047,3,0,1,1,1,0,1,1,0,0.625
7048,2,1,1,0,1,0,1,0,0,0.5
7049,3,1,1,0,1,0,1,1,0,0.625
7050,3,1,1,0,1,0,1,1,1,0.75
7051,2,1,1,0,1,0,1,1,0,0.625
7052,2,1,1,1,1,1,1,1,0,0.875
7053,1,0,0,1,1,1,1,1,1,0.75
7054,2,1,1,0,1,0,1,1,0,0.625
7055,2,1,1,1,1,1,1,1,0,0.875
7056,2,0,1,1,1,0,1,0,0,0.5
7057,1,1,1,0,1,0,1,1,0,0.625
7058,2,1,1,1,1,0,1,1,0,0.75
7059,1,1,1,1,1,1,1,1,0,0.875
7060,2,1,0,0,1,0,1,0,0,0.375
7061,3,1,0,0,1,0,1,1,0,0.5
7062,3,1,1,0,1,0,1,0,0,0.5
7063,2,1,1,1,1,0,1,1,1,0.875
7064,3,1,1,0,1,0,1,1,0,0.625
7065,2,1,1,1,1,0,1,1,0,0.75
7066,1,1,1,1,1,0,1,1,0,0.75
7067,1,0,1,1,1,1,1,1,1,0.875
7068,3,0,1,1,1,0,1,1,0,0.625
7069,2,1,1,0,1,0,1,1,0,0.625
7070,3,1,1,1,1,0,1,1,0,0.75
7071,3,1,1,0,1,0,1,1,0,0.625
7072,2,1,1,0,1,0,1,1,0,0.625
7073,2,0,1,1,1,0,1,1,1,0.75
7074,2,0,1,1,1,0,1,1,0,0.625
7075,2,1,1,1,1,1,1,1,0,0.875
7076,3,1,1,0,1,0,1,1,1,0.75
7077,2,0,1,0,1,0,1,1,0,0.5
7078,2,1,1,0,1,0,1,0,0,0.5
7079,2,1,1,0,1,0,1,1,0,0.625
7080,2,1,1,1,1,0,1,1,0,0.75
7081,2,1,1,0,1,0,1,1,0,0.625
7082,1,1,1,1,1,0,1,1,1,0.875
7083,2,1,1,1,1,1,1,1,1,1.0
7084,1,0,1,0,1,0,1,0,0,0.375
7085,2,0,1,1,1,0,1,1,0,0.625
7086,1,1,1,1,1,1,1,1,1,1.0
7087,3,0,1,1,1,0,1,1,0,0.625
7088,2,0,1,1,1,0,1,1,0,0.625
7089,2,1,1,0,1,0,1,1,0,0.625
7090,2,1,0,1,1,0,1,1,0,0.625
7091,2,1,0,0,1,0,1,1,0,0.5
7092,2,1,1,0,1,0,1,1,0,0.625
7093,2,1,1,0,1,0,1,0,0,0.5
7094,2,1,1,1,1,1,1,1,1,1.0
7095,2,0,0,1,1,1,1,1,1,0.75
7096,2,1,1,1,1,1,1,0,0,0.75
7097,2,1,1,0,1,0,1,1,0,0.625
7098,2,0,1,1,1,0,1,1,1,0.75
7099,1,0,1,0,1,0,1,1,1,0.625
7100,3,0,0,1,1,1,1,0,1,0.625
7101,3,1,1,0,1,1,1,1,0,0.75
7102,2,0,1,1,1,0,1,1,0,0.625
7103,2,0,1,1,1,1,1,1,1,0.875
7104,3,0,1,1,1,0,1,1,0,0.625
7105,3,1,1,0,0,1,1,1,0,0.625
7106,2,0,1,1,1,0,1,1,1,0.75
7107,2,1,0,0,1,1,1,0,0,0.5
7108,2,0,1,1,1,1,1,0,1,0.75
7109,2,1,1,1,1,0,1,1,0,0.75
7110,3,0,0,1,1,1,1,1,0,0.625
7111,2,0,1,0,1,0,0,0,0,0.25
7112,3,0,0,0,1,0,1,1,0,0.375
7113,3,1,1,1,1,1,1,1,0,0.875
7114,2,0,1,0,1,0,1,1,0,0.5
7115,2,1,1,0,1,0,1,1,0,0.625
7116,2,1,1,1,1,1,1,1,0,0.875
7117,3,0,1,1,1,1,1,1,0,0.75
7118,2,1,1,1,1,1,1,1,0,0.875
7119,2,1,1,1,1,1,1,1,0,0.875
7120,3,1,1,1,1,0,1,1,0,0.75
7121,1,1,1,0,1,0,1,1,0,0.625
7122,1,0,1,1,1,1,1,1,0,0.75
7123,3,1,1,1,1,1,1,0,0,0.75
7124,2,0,1,0,1,0,1,0,0,0.375
7125,2,1,1,0,1,0,1,0,0,0.5
7126,2,0,1,1,1,0,1,1,0,0.625
7127,2,0,1,1,1,1,1,1,0,0.75
7128,2,0,1,1,1,1,1,1,0,0.75
7129,2,0,0,0,1,0,1,1,0,0.375
7130,2,1,0,1,1,1,1,1,1,0.875
7131,3,1,1,0,1,0,1,1,0,0.625
7132,2,1,1,1,1,1,1,1,0,0.875
7133,3,1,1,1,1,1,1,0,0,0.75
7134,3,1,0,0,1,0,1,0,0,0.375
7135,3,1,1,0,1,0,1,0,0,0.5
7136,2,0,1,1,1,1,1,0,1,0.75
7137,3,0,1,0,1,1,1,1,0,0.625
7138,2,0,1,0,1,0,1,1,0,0.5
7139,2,0,1,1,1,1,1,1,0,0.75
7140,1,0,1,1,1,0,0,1,0,0.5
7141,2,1,1,1,1,0,1,0,0,0.625
7142,2,1,1,0,1,0,1,1,0,0.625
7143,2,1,0,1,1,0,1,1,0,0.625
7144,2,1,1,0,1,0,1,1,0,0.625
7145,1,1,0,1,1,1,1,1,0,0.75
7146,2,1,1,1,1,1,1,1,1,1.0
7147,2,1,1,1,1,1,1,1,1,1.0
7148,2,0,1,1,1,1,1,1,0,0.75
7149,2,1,1,1,1,0,1,1,0,0.75
7150,2,1,1,1,1,0,1,1,1,0.875
7151,3,1,1,1,1,0,1,1,0,0.75
7152,2,1,0,0,1,0,1,1,1,0.625
7153,2,1,1,1,1,0,1,1,0,0.75
7154,2,1,1,1,1,0,1,1,1,0.875
7155,1,1,1,0,1,0,0,0,0,0.375
7156,2,1,1,1,1,1,1,1,1,1.0
7157,3,1,1,1,1,0,1,1,1,0.875
7158,3,0,1,1,1,0,1,1,1,0.75
7159,3,0,1,1,1,1,1,1,1,0.875
7160,3,1,1,1,1,0,1,1,1,0.875
7161,3,1,1,1,1,1,1,1,1,1.0
7162,3,1,1,1,1,0,1,1,1,0.875
7163,3,1,1,1,1,0,1,1,0,0.75
7164,2,1,1,1,1,0,1,1,0,0.75
7165,2,1,1,1,1,0,1,1,1,0.875
7166,3,1,1,0,1,0,1,1,0,0.625
7167,3,0,1,1,1,1,1,1,1,0.875
7168,2,0,1,0,1,1,0,1,1,0.625
7169,2,1,1,1,1,1,1,1,0,0.875
7170,2,1,1,1,1,0,1,1,0,0.75
7171,3,1,1,1,1,0,1,1,0,0.75
7172,3,1,1,1,1,0,1,1,1,0.875
7173,3,1,1,1,1,0,1,1,1,0.875
7174,2,0,1,1,1,1,1,1,1,0.875
7175,2,0,1,1,1,1,1,1,0,0.75
7176,2,0,1,1,1,0,1,1,0,0.625
7177,2,0,1,0,1,0,0,1,0,0.375
7178,3,0,1,1,1,1,1,1,1,0.875
7179,3,0,1,1,1,0,1,1,0,0.625
7180,3,1,1,1,1,1,1,1,1,1.0
7181,3,0,1,1,1,0,1,1,0,0.625
7182,2,1,1,0,1,0,1,1,0,0.625
7183,3,1,1,1,1,1,1,1,0,0.875
7184,2,0,1,1,1,0,1,1,0,0.625
7185,3,0,0,1,1,0,0,0,0,0.25
7186,2,1,0,0,1,0,1,0,0,0.375
7187,3,1,1,0,1,0,1,1,1,0.75
7188,3,1,1,1,1,1,1,1,0,0.875
7189,2,1,1,1,1,0,1,0,0,0.625
7190,3,0,1,0,1,0,1,1,0,0.5
7191,2,1,1,1,1,1,1,1,1,1.0
7192,3,1,1,0,1,0,1,1,0,0.625
7193,3,1,1,1,1,1,1,1,0,0.875
7194,3,1,1,1,1,0,1,1,0,0.75
7195,3,1,0,0,1,1,1,0,0,0.5
7196,2,1,1,1,1,1,1,1,1,1.0
7197,2,1,1,1,1,0,0,1,0,0.625
7198,2,1,1,1,1,0,1,1,0,0.75
7199,3,1,1,0,1,0,1,1,0,0.625
7200,2,1,1,1,1,0,1,1,1,0.875
7201,1,1,1,1,1,0,1,1,1,0.875
7202,3,1,1,1,1,1,1,1,0,0.875
7203,2,1,1,1,1,0,1,0,0,0.625
7204,2,1,1,1,1,0,1,1,0,0.75
7205,2,1,1,1,1,1,1,1,0,0.875
7206,2,1,0,0,1,0,1,1,1,0.625
7207,2,1,1,0,1,0,1,1,0,0.625
7208,2,1,1,0,1,0,1,1,0,0.625
7209,1,1,1,0,1,0,1,1,0,0.625
7210,3,1,1,1,1,0,1,1,1,0.875
7211,1,1,1,1,1,1,1,1,1,1.0
7212,2,1,1,1,1,1,1,1,1,1.0
7213,3,0,1,1,1,0,1,1,0,0.625
7214,2,1,0,1,1,0,1,0,0,0.5
7215,3,1,0,0,1,0,1,0,0,0.375
7216,3,1,0,1,1,0,1,1,0,0.625
7217,1,0,1,1,1,0,1,1,0,0.625
7218,2,1,1,1,1,1,1,1,0,0.875
7219,2,0,0,0,1,0,1,1,0,0.375
7220,2,1,1,1,1,0,1,1,1,0.875
7221,3,1,1,0,1,1,1,1,1,0.875
7222,2,1,1,1,1,1,1,1,1,1.0
7223,3,1,0,1,1,1,1,1,1,0.875
7224,3,1,1,1,1,0,1,1,0,0.75
7225,1,1,0,0,1,0,1,0,0,0.375
7226,2,0,1,1,1,1,1,1,0,0.75
7227,3,0,1,1,1,1,1,1,0,0.75
7228,2,1,1,0,1,0,1,1,0,0.625
7229,2,1,1,1,1,1,1,1,1,1.0
7230,2,0,1,0,1,0,1,1,0,0.5
7231,2,1,1,1,1,1,1,1,1,1.0
7232,3,1,1,1,1,0,1,1,1,0.875
7233,2,1,1,0,1,0,1,1,0,0.625
7234,2,1,1,1,1,0,1,1,1,0.875
7235,2,1,1,1,4,1,1,1,0,1.25
7236,3,0,1,1,1,0,1,1,1,0.75
7237,2,1,1,1,1,1,1,1,1,1.0
7238,2,0,1,1,1,1,0,0,1,0.625
7239,2,1,1,0,1,0,1,1,0,0.625
7240,1,0,1,0,1,0,1,1,0,0.5
7241,3,0,1,1,1,1,1,1,1,0.875
7242,2,1,0,0,10,0,1,1,0,1.625
7243,2,0,0,0,4,0,1,1,0,0.75
7244,2,1,1,1,1,0,1,1,0,0.75
7245,3,1,1,1,1,0,1,1,0,0.75
7246,2,1,1,1,1,1,1,1,1,1.0
7247,2,0,0,0,1,0,1,1,0,0.375
7248,3,0,1,1,1,1,1,1,0,0.75
7249,2,0,1,1,1,0,1,1,0,0.625
7250,2,1,1,1,1,0,1,1,0,0.75
7251,3,1,1,1,1,0,1,1,0,0.75
7252,2,0,0,0,1,0,1,0,0,0.25
7253,3,1,1,1,1,0,1,1,1,0.875
7254,2,1,1,1,1,1,1,1,1,1.0
7255,3,0,1,1,1,0,1,1,0,0.625
7256,3,1,1,1,1,1,1,1,0,0.875
7257,2,1,1,1,1,0,1,1,1,0.875
7258,3,1,1,1,1,1,1,1,0,0.875
7259,2,1,0,1,1,0,1,0,0,0.5
7260,2,0,1,1,1,1,1,1,1,0.875
7261,3,0,1,0,1,1,1,1,1,0.75
7262,2,0,1,1,1,1,1,1,0,0.75
7263,1,1,0,1,1,1,1,1,1,0.875
7264,2,1,1,1,1,1,1,1,1,1.0
7265,2,0,1,1,1,1,1,1,1,0.875
7266,3,0,1,0,1,0,1,1,1,0.625
7267,2,1,1,0,1,0,1,1,0,0.625
7268,2,1,1,1,1,0,1,1,0,0.75
7269,3,0,1,0,1,0,1,1,1,0.625
7270,3,1,1,1,1,1,1,1,1,1.0
7271,3,1,1,1,1,0,1,1,0,0.75
7272,1,0,1,0,1,0,1,1,0,0.5
7273,3,1,1,1,1,0,1,1,1,0.875
7274,2,1,1,1,1,0,1,1,0,0.75
7275,3,1,1,1,1,1,1,1,0,0.875
7276,3,1,0,1,1,1,1,1,0,0.75
7277,2,0,1,1,1,1,1,1,1,0.875
7278,2,1,0,0,1,0,1,1,0,0.5
7279,3,1,1,1,1,1,1,1,1,1.0
7280,2,1,1,1,1,0,1,0,0,0.625
7281,2,1,1,1,1,0,1,1,0,0.75
7282,2,1,1,0,1,0,1,0,0,0.5
7283,3,0,1,0,1,0,1,1,0,0.5
7284,2,0,1,1,1,0,1,0,1,0.625
7285,2,1,1,0,5,0,1,1,1,1.25
7286,3,1,1,1,4,1,1,1,0,1.25
7287,2,0,1,1,1,0,1,0,0,0.5
7288,2,1,1,1,1,0,1,1,0,0.75
7289,3,1,1,1,1,1,1,1,1,1.0
7290,3,1,1,0,1,1,1,1,0,0.75
7291,2,1,1,0,1,1,1,0,0,0.625
7292,3,1,1,1,1,1,1,1,1,1.0
7293,2,1,1,0,1,0,1,1,0,0.625
7294,2,1,1,1,1,0,1,1,0,0.75
7295,1,1,1,1,1,0,0,1,1,0.75
7296,2,1,1,0,1,0,1,1,0,0.625
7297,3,1,1,0,1,0,1,1,0,0.625
7298,3,0,1,1,1,0,1,1,0,0.625
7299,3,1,1,1,1,1,1,1,0,0.875
7300,2,1,1,1,1,0,1,1,0,0.75
7301,2,1,1,1,1,1,1,1,1,1.0
7302,3,1,1,1,1,1,1,1,0,0.875
7303,2,1,1,0,1,0,1,1,0,0.625
7304,2,1,1,1,1,0,1,1,1,0.875
7305,2,1,1,0,1,0,1,1,0,0.625
7306,3,0,1,1,1,0,1,1,0,0.625
7307,2,0,1,1,1,1,1,1,0,0.75
7308,3,1,1,1,4,0,1,1,1,1.25
7309,2,0,1,1,1,1,1,1,0,0.75
7310,3,0,1,1,1,1,1,1,1,0.875
7311,3,1,1,1,1,1,1,1,1,1.0
7312,2,0,1,1,1,0,1,1,0,0.625
7313,3,1,1,0,1,0,1,1,0,0.625
7314,3,1,1,1,1,0,1,1,0,0.75
7315,2,1,1,0,1,1,1,1,1,0.875
7316,2,0,1,1,1,0,1,1,0,0.625
7317,2,0,1,1,1,1,1,1,0,0.75
7318,3,1,1,1,1,0,1,1,0,0.75
7319,2,0,1,1,1,1,1,1,1,0.875
7320,3,1,1,1,1,0,1,1,1,0.875
7321,3,1,1,1,1,1,1,1,0,0.875
7322,2,1,1,1,1,0,1,1,1,0.875
7323,2,1,1,1,1,0,1,1,1,0.875
7324,2,1,1,0,1,1,1,0,0,0.625
7325,2,1,1,1,1,0,1,1,0,0.75
7326,1,0,1,0,1,1,1,1,1,0.75
7327,2,0,1,0,1,0,1,1,0,0.5
7328,3,1,1,1,1,1,1,1,1,1.0
7329,2,1,1,0,1,0,1,1,0,0.625
7330,3,1,1,0,1,1,1,1,1,0.875
7331,1,0,1,1,1,0,1,1,1,0.75
7332,1,1,1,1,1,0,1,1,0,0.75
7333,2,1,1,1,1,1,1,1,0,0.875
7334,3,0,1,0,1,1,1,1,0,0.625
7335,1,0,1,0,1,0,1,1,0,0.5
7336,3,1,1,1,1,1,1,1,1,1.0
7337,1,0,1,1,1,1,1,1,0,0.75
7338,3,0,0,0,1,1,1,1,0,0.5
7339,3,1,1,1,1,1,1,1,0,0.875
7340,3,1,1,1,1,1,1,1,0,0.875
7341,2,1,1,0,1,1,1,1,0,0.75
7342,2,1,1,1,1,0,1,1,1,0.875
7343,2,1,1,1,1,1,1,1,1,1.0
7344,2,1,1,1,1,0,1,1,0,0.75
7345,2,1,1,1,1,1,1,0,1,0.875
7346,2,1,1,1,1,1,1,1,1,1.0
7347,3,0,1,1,1,0,1,1,1,0.75
7348,2,0,1,1,1,1,1,1,1,0.875
7349,2,1,1,1,1,0,1,1,0,0.75
7350,2,0,1,1,1,0,1,1,0,0.625
7351,2,1,1,1,1,1,1,1,1,1.0
7352,2,1,1,1,1,1,1,1,0,0.875
7353,1,1,1,1,1,1,1,1,0,0.875
7354,2,1,1,0,1,1,1,1,1,0.875
7355,2,1,1,0,1,1,1,1,0,0.75
7356,3,0,1,1,1,1,1,1,1,0.875
7357,3,0,0,1,1,0,1,0,0,0.375
7358,2,1,1,1,1,0,1,1,1,0.875
7359,3,0,1,0,1,1,1,1,1,0.75
7360,3,1,1,0,1,0,1,1,0,0.625
7361,3,1,1,1,1,0,1,0,0,0.625
7362,2,1,1,1,1,0,0,1,0,0.625
7363,2,1,1,1,1,1,1,1,1,1.0
7364,3,0,1,1,1,0,1,1,0,0.625
7365,3,0,1,0,1,1,1,1,0,0.625
7366,2,1,1,0,1,1,1,1,0,0.75
7367,3,0,1,1,1,0,1,0,0,0.5
7368,3,0,1,0,1,0,1,1,0,0.5
7369,2,1,1,1,1,0,1,1,0,0.75
7370,2,1,1,0,1,0,1,1,1,0.75
7371,2,1,1,1,1,0,1,1,0,0.75
7372,2,0,1,1,1,0,1,1,0,0.625
7373,3,1,1,1,1,1,1,1,1,1.0
7374,3,0,1,1,1,0,1,1,1,0.75
7375,2,1,1,1,1,1,1,1,0,0.875
7376,3,1,1,0,1,0,1,1,0,0.625
7377,2,0,1,0,1,1,1,1,0,0.625
7378,3,1,1,1,1,0,1,1,0,0.75
7379,1,1,1,1,1,1,1,1,1,1.0
7380,2,1,1,1,1,0,1,1,0,0.75
7381,2,0,1,0,1,0,1,1,0,0.5
7382,1,1,1,0,1,0,1,1,0,0.625
7383,3,0,1,1,1,0,1,1,1,0.75
7384,2,1,1,1,1,1,0,1,0,0.75
7385,2,0,1,0,1,0,1,1,0,0.5
7386,2,0,1,1,1,0,1,1,0,0.625
7387,3,1,1,1,1,1,1,1,0,0.875
7388,3,0,1,1,1,1,1,1,0,0.75
7389,3,1,0,1,1,0,1,1,0,0.625
7390,3,0,1,0,1,0,1,1,1,0.625
7391,3,1,0,1,1,0,1,1,0,0.625
7392,3,1,0,1,1,1,1,1,0,0.75
7393,3,0,1,1,1,1,1,1,0,0.75
7394,2,1,0,1,1,1,1,0,0,0.625
7395,1,1,0,1,1,0,1,0,0,0.5
7396,2,1,1,1,1,1,1,1,0,0.875
7397,2,0,0,1,1,0,1,1,0,0.5
7398,3,1,1,0,1,0,1,1,0,0.625
7399,2,0,1,0,1,0,1,1,0,0.5
7400,1,0,1,0,1,0,1,1,0,0.5
7401,2,0,1,1,1,0,1,1,0,0.625
7402,2,1,1,0,1,0,1,1,1,0.75
7403,3,1,1,1,1,0,1,0,0,0.625
7404,3,1,1,0,1,0,1,1,0,0.625
7405,1,1,1,1,1,0,1,1,0,0.75
7406,3,0,1,1,1,1,1,1,1,0.875
7407,3,0,1,0,1,1,1,1,0,0.625
7408,3,0,0,0,5,0,1,1,0,0.875
7409,3,0,1,1,1,1,1,1,1,0.875
7410,2,1,1,1,1,0,1,1,1,0.875
7411,2,0,1,0,5,0,1,0,0,0.875
7412,2,0,1,1,1,0,0,1,0,0.5
7413,1,1,1,1,1,0,1,0,0,0.625
7414,2,1,1,1,1,0,1,1,0,0.75
7415,1,1,0,1,1,0,1,1,0,0.625
7416,2,1,1,0,1,0,1,1,0,0.625
7417,3,0,1,1,1,0,1,1,0,0.625
7418,3,1,0,1,1,0,1,1,0,0.625
7419,3,0,1,1,1,1,1,1,0,0.75
7420,2,0,0,0,1,0,1,1,0,0.375
7421,3,1,1,0,1,1,1,1,1,0.875
7422,2,1,1,1,5,0,1,1,0,1.25
7423,3,1,1,1,1,1,1,1,0,0.875
7424,3,1,1,1,1,0,1,0,0,0.625
7425,3,0,1,0,1,1,1,1,1,0.75
7426,2,0,1,0,1,0,1,1,0,0.5
7427,3,1,1,0,5,1,1,1,0,1.25
7428,3,0,1,1,1,0,1,1,0,0.625
7429,3,1,1,0,1,0,1,1,0,0.625
7430,2,1,1,0,1,0,1,1,1,0.75
7431,2,1,1,1,1,0,1,1,0,0.75
7432,3,1,1,0,1,0,1,1,0,0.625
7433,1,0,1,1,1,1,1,1,0,0.75
7434,2,0,1,0,1,0,1,1,0,0.5
7435,3,1,1,1,1,1,1,1,1,1.0
7436,3,0,1,1,1,0,1,1,1,0.75
7437,3,0,1,1,1,0,1,1,0,0.625
7438,2,0,0,0,1,0,1,1,0,0.375
7439,3,0,1,0,1,0,1,1,0,0.5
7440,2,0,1,1,1,0,1,1,1,0.75
7441,2,0,1,1,1,0,1,1,0,0.625
7442,3,1,1,0,1,1,1,1,0,0.75
7443,2,1,1,1,1,0,1,1,0,0.75
7444,2,1,1,1,1,0,1,1,0,0.75
7445,1,0,0,1,1,0,1,1,0,0.5
7446,2,0,0,0,1,0,1,1,0,0.375
7447,3,1,1,0,1,0,1,0,0,0.5
7448,2,0,1,1,1,0,1,0,0,0.5
7449,3,1,0,0,1,1,1,1,1,0.75
7450,2,0,1,1,1,0,1,1,0,0.625
7451,3,1,1,1,1,1,1,1,0,0.875
7452,2,0,1,0,1,0,1,1,0,0.5
7453,3,1,0,1,1,0,1,1,1,0.75
7454,3,1,1,1,1,1,1,1,0,0.875
7455,3,1,0,0,1,0,1,0,0,0.375
7456,2,0,1,1,1,0,0,1,0,0.5
7457,3,1,1,1,1,0,1,0,0,0.625
7458,1,0,1,1,1,0,1,1,0,0.625
7459,2,1,1,1,1,1,1,0,0,0.75
7460,3,1,1,1,1,1,1,1,0,0.875
7461,2,1,0,1,1,0,1,1,0,0.625
7462,2,1,0,1,1,0,1,1,0,0.625
7463,2,1,1,1,1,0,1,1,0,0.75
7464,3,1,1,1,1,1,1,1,0,0.875
7465,3,1,0,1,1,0,1,0,0,0.5
7466,3,1,0,0,1,0,1,1,0,0.5
7467,3,1,0,1,1,0,1,1,1,0.75
7468,2,1,0,1,1,0,1,1,1,0.75
7469,3,0,1,0,1,1,1,1,1,0.75
7470,2,1,0,1,1,0,1,0,0,0.5
7471,3,1,1,1,1,0,1,1,0,0.75
7472,1,1,0,0,1,0,1,1,0,0.5
7473,3,1,1,1,1,0,1,0,0,0.625
7474,2,1,1,0,1,1,1,1,1,0.875
7475,3,1,1,0,1,0,1,1,0,0.625
7476,2,1,1,1,1,0,1,1,1,0.875
7477,2,1,1,1,1,0,1,1,1,0.875
7478,2,1,1,1,1,0,1,1,1,0.875
7479,3,1,1,1,1,0,1,1,1,0.875
7480,2,1,0,1,1,1,1,0,1,0.75
7481,3,1,1,0,1,0,1,1,0,0.625
7482,3,1,0,0,1,0,1,1,0,0.5
7483,2,1,0,0,1,0,1,0,0,0.375
7484,3,0,1,1,1,1,1,1,0,0.75
7485,1,0,0,1,1,0,1,1,0,0.5
7486,2,1,1,1,1,1,1,1,0,0.875
7487,2,1,1,0,1,0,1,1,0,0.625
7488,2,1,1,1,1,0,1,1,0,0.75
7489,2,0,1,1,1,0,1,1,0,0.625
7490,2,1,1,1,1,0,1,1,0,0.75
7491,2,0,1,0,1,0,1,1,0,0.5
7492,1,1,1,0,1,0,1,1,0,0.625
7493,2,1,1,0,1,0,1,1,0,0.625
7494,2,0,1,0,1,0,1,1,0,0.5
7495,2,0,0,1,1,1,1,1,1,0.75
7496,1,0,1,1,1,0,1,1,0,0.625
7497,3,0,1,1,1,0,1,1,0,0.625
7498,2,0,1,1,1,1,1,1,1,0.875
7499,2,1,1,1,1,0,1,1,0,0.75
7500,2,1,1,1,1,1,1,1,0,0.875
7501,3,1,0,1,1,0,1,0,0,0.5
7502,3,0,1,1,1,0,1,1,0,0.625
7503,2,1,1,1,1,0,1,1,0,0.75
7504,2,0,1,1,1,1,1,1,0,0.75
7505,3,1,0,1,1,1,1,1,0,0.75
7506,2,1,1,1,1,0,1,1,0,0.75
7507,3,1,1,1,1,0,1,1,0,0.75
7508,3,1,1,0,1,0,1,1,0,0.625
7509,2,1,0,1,1,0,1,1,0,0.625
7510,3,0,0,1,1,0,1,1,0,0.5
7511,3,1,1,1,1,0,1,1,0,0.75
7512,3,1,1,1,1,0,1,1,0,0.75
7513,3,0,1,1,1,0,1,1,1,0.75
7514,3,1,1,1,1,1,1,1,1,1.0
7515,3,1,1,1,1,0,1,1,0,0.75
7516,2,1,0,0,1,0,1,1,0,0.5
7517,2,1,1,0,1,0,1,1,0,0.625
7518,2,1,1,1,1,0,1,1,0,0.75
7519,2,1,1,1,1,0,1,1,0,0.75
7520,2,1,0,1,1,1,1,1,1,0.875
7521,1,1,1,0,1,1,1,1,0,0.75
7522,2,1,1,0,1,0,1,1,0,0.625
7523,2,0,0,0,1,0,1,1,0,0.375
7524,2,1,1,0,1,0,1,1,0,0.625
7525,2,1,1,1,1,0,1,1,0,0.75
7526,2,0,1,0,1,0,1,0,1,0.5
7527,2,0,1,1,1,0,1,1,1,0.75
7528,2,0,0,1,1,1,1,0,0,0.5
7529,2,1,1,1,1,1,1,1,0,0.875
7530,2,0,1,1,1,0,0,1,0,0.5
7531,2,1,1,1,1,1,1,1,0,0.875
7532,3,1,1,1,1,0,1,1,0,0.75
7533,3,1,1,1,1,0,1,1,0,0.75
7534,3,1,1,1,1,0,1,1,0,0.75
7535,3,1,1,1,1,0,1,1,0,0.75
7536,3,0,1,1,1,0,1,1,0,0.625
7537,2,1,1,1,1,0,1,1,0,0.75
7538,2,1,1,0,1,1,1,1,0,0.75
7539,3,1,1,0,1,0,1,1,0,0.625
7540,3,1,1,0,1,0,1,1,0,0.625
7541,3,1,1,1,1,0,1,1,1,0.875
7542,2,1,0,1,1,1,1,0,0,0.625
7543,3,1,1,0,1,0,1,1,0,0.625
7544,2,0,1,0,1,0,1,0,0,0.375
